name,type,address,atoll,contact,email,google_maps_url,page
Hijama Faruva By Manara Clinic,Complementary Medicine Clinic,"Hijama Faruva By Manara Clinic, Hijama",Hijama,7986762,[email protected],https://www.google.com/maps/search/?api=1&query=Hijama%20Faruva%20By%20Manara%20Clinic%2C%20Hijama%2C%20Maldives,16
Hiyaa Medical Center,General Clinic,"Hiyaa Medical Center, Hiyaa",Hiyaa,3336774,[email protected],https://www.google.com/maps/search/?api=1&query=Hiyaa%20Medical%20Center%2C%20Hiyaa%2C%20Maldives,16
Holistic Hijama MV,Complementary Medicine Clinic,"Holistic Hijama MV, Holistic",Holistic,7696630/9146415/ 9994135,[email protected],https://www.google.com/maps/search/?api=1&query=Holistic%20Hijama%20MV%2C%20Holistic%2C%20Maldives,16
Hope Dental Care,Area Specific Clinic,"Hope Dental Care, Hope",Hope,7958876 / 7777159,[email protected],https://www.google.com/maps/search/?api=1&query=Hope%20Dental%20Care%2C%20Hope%2C%20Maldives,16
Hope Health Care,Therapeutic Service Clinic,"Hope Health Care, Hope",Hope,7783198,[email protected],https://www.google.com/maps/search/?api=1&query=Hope%20Health%20Care%2C%20Hope%2C%20Maldives,16
HPSN Medical Clinic,General Clinic,"HPSN Medical Clinic, HPSN",HPSN,3013017,[email protected],https://www.google.com/maps/search/?api=1&query=HPSN%20Medical%20Clinic%2C%20HPSN%2C%20Maldives,17
Hudhuranfushi Clinic,General Clinic,"Hudhuranfushi Clinic, Hudhuranfushi",Hudhuranfushi,6640375,[email protected],https://www.google.com/maps/search/?api=1&query=Hudhuranfushi%20Clinic%2C%20Hudhuranfushi%2C%20Maldives,17
Hulhumale Hospital,Tertiary Hospital,"Hulhumale Hospital, Hulhumale",Hulhumale,3335335,[email protected],https://www.google.com/maps/search/?api=1&query=Hulhumale%20Hospital%2C%20Hulhumale%2C%20Maldives,17
Huraa Health Center,Health Centre Grade 2,"Huraa Health Center, Huraa",Huraa,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Huraa%20Health%20Center%2C%20Huraa%2C%20Maldives,17
Hurawalhi Clinic,General Clinic,"Hurawalhi Clinic, Hurawalhi",Hurawalhi,3326545,[email protected],https://www.google.com/maps/search/?api=1&query=Hurawalhi%20Clinic%2C%20Hurawalhi%2C%20Maldives,17
Hussain Abduh Samad Memorial Clinic,General Clinic,"Hussain Abduh Samad Memorial Clinic, Hussain",Hussain,7772680,[email protected],https://www.google.com/maps/search/?api=1&query=Hussain%20Abduh%20Samad%20Memorial%20Clinic%2C%20Hussain%2C%20Maldives,17
Huva ClinicClosed,Therapeutic Service Clinic,"Huva ClinicClosed, Huva",Huva,9988006,[email protected],https://www.google.com/maps/search/?api=1&query=Huva%20ClinicClosed%2C%20Huva%2C%20Maldives,17
Huvadhoo PCR labClosed,Diagnostic Service Clinic,"Huvadhoo PCR labClosed, Huvadhoo",Huvadhoo,7795352,[email protected],https://www.google.com/maps/search/?api=1&query=Huvadhoo%20PCR%20labClosed%2C%20Huvadhoo%2C%20Maldives,17
Huvadhoo Therapy Clinic,Therapeutic Service Clinic,"Huvadhoo Therapy Clinic, Huvadhoo",Huvadhoo,7788878,[email protected],https://www.google.com/maps/search/?api=1&query=Huvadhoo%20Therapy%20Clinic%2C%20Huvadhoo%2C%20Maldives,17
Huvafen Fushi Clinic,General Clinic,"Huvafen Fushi Clinic, Huvafen",Huvafen,3323080,[email protected],https://www.google.com/maps/search/?api=1&query=Huvafen%20Fushi%20Clinic%2C%20Huvafen%2C%20Maldives,17
I wear,Area Specific Clinic,"I wear, I",I,3008558,[email protected],https://www.google.com/maps/search/?api=1&query=I%20wear%2C%20I%2C%20Maldives,17
I.M.D.C Multi Speciality Hospital,General Hospital,I.M.D.C Multi Speciality Hospital,,3334478,[email protected],https://www.google.com/maps/search/?api=1&query=I.M.D.C%20Multi%20Speciality%20Hospital%2C%20%2C%20Maldives,17
ICATT Maldives- Medical Services,Area Specific Clinic,"ICATT Maldives- Medical Services, ICATT",ICATT,7781937,"[email protected],[email protected]",https://www.google.com/maps/search/?api=1&query=ICATT%20Maldives-%20Medical%20Services%2C%20ICATT%2C%20Maldives,17
Ifuru Clinic,General Clinic,"Ifuru Clinic, Ifuru",Ifuru,3332822,[email protected],https://www.google.com/maps/search/?api=1&query=Ifuru%20Clinic%2C%20Ifuru%2C%20Maldives,17
IHG Maamunagau Clinic,General Clinic,"IHG Maamunagau Clinic, IHG",IHG,7772991,[email protected],https://www.google.com/maps/search/?api=1&query=IHG%20Maamunagau%20Clinic%2C%20IHG%2C%20Maldives,17
Ilaa Ali Adam Clinic,General Clinic,"Ilaa Ali Adam Clinic, Ilaa",Ilaa,7747722,[email protected],https://www.google.com/maps/search/?api=1&query=Ilaa%20Ali%20Adam%20Clinic%2C%20Ilaa%2C%20Maldives,18
Ilaaj Hijama & Alternative Medical Services,Complementary Medicine Clinic,"Ilaaj Hijama & Alternative Medical Services, Ilaaj",Ilaaj,7740409,,https://www.google.com/maps/search/?api=1&query=Ilaaj%20Hijama%20%26%20Alternative%20Medical%20Services%2C%20Ilaaj%2C%20Maldives,18
Image center,General Clinic,"Image center, Image",Image,3334888,[email protected]/[email protected],https://www.google.com/maps/search/?api=1&query=Image%20center%2C%20Image%2C%20Maldives,18
Imperial Medicare Centre,General Clinic,"Imperial Medicare Centre, Imperial",Imperial,7774441,[email protected],https://www.google.com/maps/search/?api=1&query=Imperial%20Medicare%20Centre%2C%20Imperial%2C%20Maldives,18
IMPLANTREE DENTAL & AESTHETICS CLINIC,General Clinic,"IMPLANTREE DENTAL & AESTHETICS CLINIC, IMPLANTREE",IMPLANTREE,7935795,[email protected],https://www.google.com/maps/search/?api=1&query=IMPLANTREE%20DENTAL%20%26%20AESTHETICS%20CLINIC%2C%20IMPLANTREE%2C%20Maldives,18
Indhira Gandhi Memorial Hospital,Tertiary Hospital,"Indhira Gandhi Memorial Hospital, Indhira",Indhira,3335335,[email protected],https://www.google.com/maps/search/?api=1&query=Indhira%20Gandhi%20Memorial%20Hospital%2C%20Indhira%2C%20Maldives,18
Institute For Counselling And Psychotherapy,Therapeutic Service Clinic,"Institute For Counselling And Psychotherapy, Institute",Institute,3304206,[email protected],https://www.google.com/maps/search/?api=1&query=Institute%20For%20Counselling%20And%20Psychotherapy%2C%20Institute%2C%20Maldives,18
Institute Of Mental Well Being,Area Specific Clinic,"Institute Of Mental Well Being, Institute",Institute,3337892,[email protected],https://www.google.com/maps/search/?api=1&query=Institute%20Of%20Mental%20Well%20Being%2C%20Institute%2C%20Maldives,18
Island Health Clinic,General Clinic,"Island Health Clinic, Island",Island,3341775 / 4000999,[email protected],https://www.google.com/maps/search/?api=1&query=Island%20Health%20Clinic%2C%20Island%2C%20Maldives,18
Island Polyclinic,Area Specific Clinic,"Island Polyclinic, Island",Island,9459739,[email protected],https://www.google.com/maps/search/?api=1&query=Island%20Polyclinic%2C%20Island%2C%20Maldives,18
Ithaafushi Clinic,General Clinic,"Ithaafushi Clinic, Ithaafushi",Ithaafushi,7771463,[email protected],https://www.google.com/maps/search/?api=1&query=Ithaafushi%20Clinic%2C%20Ithaafushi%2C%20Maldives,18
Jawakara Clinic,General Clinic,"Jawakara Clinic, Jawakara",Jawakara,3326545,[email protected],https://www.google.com/maps/search/?api=1&query=Jawakara%20Clinic%2C%20Jawakara%2C%20Maldives,18
JIRAA Health Centre,General Clinic,"JIRAA Health Centre, JIRAA",JIRAA,9110001,[email protected],https://www.google.com/maps/search/?api=1&query=JIRAA%20Health%20Centre%2C%20JIRAA%2C%20Maldives,18
Joali Being Clinic,General Clinic,"Joali Being Clinic, Joali",Joali,3005515,,https://www.google.com/maps/search/?api=1&query=Joali%20Being%20Clinic%2C%20Joali%2C%20Maldives,18
Joali Muravandhoo Clinic,General Clinic,"Joali Muravandhoo Clinic, Joali",Joali,7900462 / 7587249,[email protected],https://www.google.com/maps/search/?api=1&query=Joali%20Muravandhoo%20Clinic%2C%20Joali%2C%20Maldives,18
JP Memorial Clinic,General Clinic,"JP Memorial Clinic, JP",JP,"3009094, 3009095",[email protected],https://www.google.com/maps/search/?api=1&query=JP%20Memorial%20Clinic%2C%20JP%2C%20Maldives,19
K. Gaafaru Health Centre,Health Centre Grade 2,"K. Gaafaru Health Centre, Kaafu Atoll",Kaafu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=K.%20Gaafaru%20Health%20Centre%2C%20Kaafu%20Atoll%2C%20Maldives,19
K. Guraidhoo Heath Centre,Health Centre Grade 3,"K. Guraidhoo Heath Centre, Kaafu Atoll",Kaafu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=K.%20Guraidhoo%20Heath%20Centre%2C%20Kaafu%20Atoll%2C%20Maldives,19
K. Maafushi Health Centre,Health Centre Grade 3,"K. Maafushi Health Centre, Kaafu Atoll",Kaafu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=K.%20Maafushi%20Health%20Centre%2C%20Kaafu%20Atoll%2C%20Maldives,19
K. Thulusdhoo Health Centre,Health Centre Grade 3,"K. Thulusdhoo Health Centre, Kaafu Atoll",Kaafu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=K.%20Thulusdhoo%20Health%20Centre%2C%20Kaafu%20Atoll%2C%20Maldives,19
K.Dhiffushi Health Centre,Health Centre Grade 2,"K.Dhiffushi Health Centre, K.Dhiffushi",K.Dhiffushi,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=K.Dhiffushi%20Health%20Centre%2C%20K.Dhiffushi%2C%20Maldives,19
K.Gulhi Health Centre,Health Centre Grade 2,"K.Gulhi Health Centre, K.Gulhi",K.Gulhi,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=K.Gulhi%20Health%20Centre%2C%20K.Gulhi%2C%20Maldives,19
K.Himmafushi Health Centre,Health Centre Grade 3,"K.Himmafushi Health Centre, K.Himmafushi",K.Himmafushi,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=K.Himmafushi%20Health%20Centre%2C%20K.Himmafushi%2C%20Maldives,19
K.Kaashidhoo Health Centre,Health Centre Grade 3,"K.Kaashidhoo Health Centre, K.Kaashidhoo",K.Kaashidhoo,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=K.Kaashidhoo%20Health%20Centre%2C%20K.Kaashidhoo%2C%20Maldives,19
Kaam Medical,General Clinic,"Kaam Medical, Kaam",Kaam,7675776,[email protected],https://www.google.com/maps/search/?api=1&query=Kaam%20Medical%2C%20Kaam%2C%20Maldives,19
Kagi Clinic,General Clinic,"Kagi Clinic, Kagi",Kagi,6640123,[email protected],https://www.google.com/maps/search/?api=1&query=Kagi%20Clinic%2C%20Kagi%2C%20Maldives,19
Kandima Medical Center,General Clinic,"Kandima Medical Center, Kandima",Kandima,6760077,[email protected],https://www.google.com/maps/search/?api=1&query=Kandima%20Medical%20Center%2C%20Kandima%2C%20Maldives,19
Kandolhu Clinic,General Clinic,"Kandolhu Clinic, Kandolhu",Kandolhu,3323080,[email protected],https://www.google.com/maps/search/?api=1&query=Kandolhu%20Clinic%2C%20Kandolhu%2C%20Maldives,19
Kandooma Clinic,General Clinic,"Kandooma Clinic, Kandooma",Kandooma,,,https://www.google.com/maps/search/?api=1&query=Kandooma%20Clinic%2C%20Kandooma%2C%20Maldives,19
Kani Medical Clinic,General Clinic,"Kani Medical Clinic, Kani",Kani,,[email protected],https://www.google.com/maps/search/?api=1&query=Kani%20Medical%20Clinic%2C%20Kani%2C%20Maldives,19
Kanuhura Clinic,General Clinic,"Kanuhura Clinic, Kanuhura",Kanuhura,7786424,[email protected],https://www.google.com/maps/search/?api=1&query=Kanuhura%20Clinic%2C%20Kanuhura%2C%20Maldives,20
Kanuhura ClinicClosed,General Clinic,"Kanuhura ClinicClosed, Kanuhura",Kanuhura,7770948,[email protected],https://www.google.com/maps/search/?api=1&query=Kanuhura%20ClinicClosed%2C%20Kanuhura%2C%20Maldives,20
Knowhub,Therapeutic Service Clinic,Knowhub,,3331999,[email protected],https://www.google.com/maps/search/?api=1&query=Knowhub%2C%20%2C%20Maldives,20
KODHIPPARU CLINIC,General Clinic,"KODHIPPARU CLINIC, KODHIPPARU",KODHIPPARU,+960 665 1111,[email protected],https://www.google.com/maps/search/?api=1&query=KODHIPPARU%20CLINIC%2C%20KODHIPPARU%2C%20Maldives,20
Komandoo Clinic,General Clinic,"Komandoo Clinic, Komandoo",Komandoo,3326545,[email protected],https://www.google.com/maps/search/?api=1&query=Komandoo%20Clinic%2C%20Komandoo%2C%20Maldives,20
Kothaifaru Clinic,General Clinic,"Kothaifaru Clinic, Kothaifaru",Kothaifaru,3005515,[email protected],https://www.google.com/maps/search/?api=1&query=Kothaifaru%20Clinic%2C%20Kothaifaru%2C%20Maldives,20
Kulhelama Therapy,Therapeutic Service Clinic,"Kulhelama Therapy, Kulhelama",Kulhelama,7770422,[email protected],https://www.google.com/maps/search/?api=1&query=Kulhelama%20Therapy%2C%20Kulhelama%2C%20Maldives,20
Kulhudhuhfushi Regional Hospital,Hospital Grade 3,"Kulhudhuhfushi Regional Hospital, Kulhudhuhfushi",Kulhudhuhfushi,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Kulhudhuhfushi%20Regional%20Hospital%2C%20Kulhudhuhfushi%2C%20Maldives,20
Kulunu Medical Clinic,General Clinic,"Kulunu Medical Clinic, Kulunu",Kulunu,7790665 / 9771412,[email protected],https://www.google.com/maps/search/?api=1&query=Kulunu%20Medical%20Clinic%2C%20Kulunu%2C%20Maldives,20
Kunaavashi Clinic,General Clinic,"Kunaavashi Clinic, Kunaavashi",Kunaavashi,7942858,[email protected],https://www.google.com/maps/search/?api=1&query=Kunaavashi%20Clinic%2C%20Kunaavashi%2C%20Maldives,20
Kuramathi Medical Centre,General Clinic,"Kuramathi Medical Centre, Kuramathi",Kuramathi,3323080,,https://www.google.com/maps/search/?api=1&query=Kuramathi%20Medical%20Centre%2C%20Kuramathi%2C%20Maldives,20
Kuredhivaru Clinic,General Clinic,"Kuredhivaru Clinic, Kuredhivaru",Kuredhivaru,9444200 / 6563000,[email protected],https://www.google.com/maps/search/?api=1&query=Kuredhivaru%20Clinic%2C%20Kuredhivaru%2C%20Maldives,20
Kurumba Clinic,General Clinic,"Kurumba Clinic, Kurumba",Kurumba,3323080,[email protected],https://www.google.com/maps/search/?api=1&query=Kurumba%20Clinic%2C%20Kurumba%2C%20Maldives,20
KV Clinic,General Clinic,"KV Clinic, KV",KV,9100091,[email protected],https://www.google.com/maps/search/?api=1&query=KV%20Clinic%2C%20KV%2C%20Maldives,20
L. Dhanbidhoo Health Centre,Health Centre Grade 1,"L. Dhanbidhoo Health Centre, L.",L.,6800026,[email protected],https://www.google.com/maps/search/?api=1&query=L.%20Dhanbidhoo%20Health%20Centre%2C%20L.%2C%20Maldives,20
L. Fonadhoo Health Centre,Health Centre Grade 3,"L. Fonadhoo Health Centre, L.",L.,6800026,[email protected],https://www.google.com/maps/search/?api=1&query=L.%20Fonadhoo%20Health%20Centre%2C%20L.%2C%20Maldives,21
L. Isdhoo Health Centre,Health Centre Grade 3,"L. Isdhoo Health Centre, L.",L.,6800026,[email protected],https://www.google.com/maps/search/?api=1&query=L.%20Isdhoo%20Health%20Centre%2C%20L.%2C%20Maldives,21
L. Kunahandhoo Health Centre,Health Centre Grade 1,"L. Kunahandhoo Health Centre, L.",L.,6800026,[email protected],https://www.google.com/maps/search/?api=1&query=L.%20Kunahandhoo%20Health%20Centre%2C%20L.%2C%20Maldives,21
L. Maabaidhoo Health Centre,Health Centre Grade 3,"L. Maabaidhoo Health Centre, L.",L.,6800026,[email protected],https://www.google.com/maps/search/?api=1&query=L.%20Maabaidhoo%20Health%20Centre%2C%20L.%2C%20Maldives,21
L. Maamendhoo Health center,Health Centre Grade 2,"L. Maamendhoo Health center, L.",L.,6800026,[email protected],https://www.google.com/maps/search/?api=1&query=L.%20Maamendhoo%20Health%20center%2C%20L.%2C%20Maldives,21
L. Maavashu Health Centre,Health Centre Grade 3,"L. Maavashu Health Centre, L.",L.,6800026,[email protected],https://www.google.com/maps/search/?api=1&query=L.%20Maavashu%20Health%20Centre%2C%20L.%2C%20Maldives,21
L. Mundoo Health Centre,Health Centre Grade 1,"L. Mundoo Health Centre, L.",L.,6800026,[email protected],https://www.google.com/maps/search/?api=1&query=L.%20Mundoo%20Health%20Centre%2C%20L.%2C%20Maldives,21
L.Gan Regional Hospital,Hospital Grade 3,"L.Gan Regional Hospital, L.Gan",L.Gan,6800026,[email protected],https://www.google.com/maps/search/?api=1&query=L.Gan%20Regional%20Hospital%2C%20L.Gan%2C%20Maldives,21
L.Hithadhoo Health Center,Health Centre Grade 3,"L.Hithadhoo Health Center, L.Hithadhoo",L.Hithadhoo,6800026,[email protected],https://www.google.com/maps/search/?api=1&query=L.Hithadhoo%20Health%20Center%2C%20L.Hithadhoo%2C%20Maldives,21
Leaf of Life Clinic,Complementary Medicine Clinic,"Leaf of Life Clinic, Leaf",Leaf,9486741,[email protected],https://www.google.com/maps/search/?api=1&query=Leaf%20of%20Life%20Clinic%2C%20Leaf%2C%20Maldives,21
Leykokaa Medical and Rehabilitation Centre,General Clinic,"Leykokaa Medical and Rehabilitation Centre, Leykokaa",Leykokaa,9880909,,https://www.google.com/maps/search/?api=1&query=Leykokaa%20Medical%20and%20Rehabilitation%20Centre%2C%20Leykokaa%2C%20Maldives,21
LH. Atoll Hospital,Hospital Grade 2,"LH. Atoll Hospital, LH.",LH.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=LH.%20Atoll%20Hospital%2C%20LH.%2C%20Maldives,21
LH. Hinnavaru Health Centre,Health Centre Grade 4,"LH. Hinnavaru Health Centre, LH.",LH.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=LH.%20Hinnavaru%20Health%20Centre%2C%20LH.%2C%20Maldives,21
LH. Kurendhoo Health Centre,Health Centre Grade 3,"LH. Kurendhoo Health Centre, LH.",LH.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=LH.%20Kurendhoo%20Health%20Centre%2C%20LH.%2C%20Maldives,21
Lh.Olhuvelifushi Health Centre,Health Centre Grade 3,Lh.Olhuvelifushi Health Centre,,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Lh.Olhuvelifushi%20Health%20Centre%2C%20%2C%20Maldives,21
Life Care Medical,General Clinic,"Life Care Medical, Life",Life,764929,[email protected],https://www.google.com/maps/search/?api=1&query=Life%20Care%20Medical%2C%20Life%2C%20Maldives,22
Life Care Medical Centre,General Clinic,"Life Care Medical Centre, Life",Life,7727040,[email protected],https://www.google.com/maps/search/?api=1&query=Life%20Care%20Medical%20Centre%2C%20Life%2C%20Maldives,22
Life Wellness Clinic,General Clinic,"Life Wellness Clinic, Life",Life,9804197,[email protected],https://www.google.com/maps/search/?api=1&query=Life%20Wellness%20Clinic%2C%20Life%2C%20Maldives,22
Listen Clinic,General Clinic,"Listen Clinic, Listen",Listen,3326410,[email protected],https://www.google.com/maps/search/?api=1&query=Listen%20Clinic%2C%20Listen%2C%20Maldives,22
Lux Maldives Resort Clinic,General Clinic,"Lux Maldives Resort Clinic, Lux",Lux,3318826,[email protected],https://www.google.com/maps/search/?api=1&query=Lux%20Maldives%20Resort%20Clinic%2C%20Lux%2C%20Maldives,22
M. Dhiggaru Health Centre,Health Centre Grade 4,"M. Dhiggaru Health Centre, M.",M.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=M.%20Dhiggaru%20Health%20Centre%2C%20M.%2C%20Maldives,22
M. Kolhufushi Health Centre,Health Centre Grade 4,"M. Kolhufushi Health Centre, M.",M.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=M.%20Kolhufushi%20Health%20Centre%2C%20M.%2C%20Maldives,22
M. Maduvvaree Health Center,Health Centre Grade 4,"M. Maduvvaree Health Center, M.",M.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=M.%20Maduvvaree%20Health%20Center%2C%20M.%2C%20Maldives,22
M. Mulaku Health Centre,Health Centre Grade 3,"M. Mulaku Health Centre, M.",M.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=M.%20Mulaku%20Health%20Centre%2C%20M.%2C%20Maldives,22
M. Mulee Regional Hospital,Hospital Grade 1,"M. Mulee Regional Hospital, M.",M.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=M.%20Mulee%20Regional%20Hospital%2C%20M.%2C%20Maldives,22
M. Naalaafushi Health Centre,Health Centre Grade 4,"M. Naalaafushi Health Centre, M.",M.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=M.%20Naalaafushi%20Health%20Centre%2C%20M.%2C%20Maldives,22
M. Raiymaadhoo Health Centre,Health Centre Grade 4,"M. Raiymaadhoo Health Centre, M.",M.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=M.%20Raiymaadhoo%20Health%20Centre%2C%20M.%2C%20Maldives,22
M. Veyvah Health Centre,Health Centre Grade 1,"M. Veyvah Health Centre, M.",M.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=M.%20Veyvah%20Health%20Centre%2C%20M.%2C%20Maldives,22
M.C.S. Medical Center 2,General Clinic,M.C.S. Medical Center 2,,,[email protected],https://www.google.com/maps/search/?api=1&query=M.C.S.%20Medical%20Center%202%2C%20%2C%20Maldives,22
Maadhoo Clinic,General Clinic,"Maadhoo Clinic, Maadhoo",Maadhoo,3339992,[email protected],https://www.google.com/maps/search/?api=1&query=Maadhoo%20Clinic%2C%20Maadhoo%2C%20Maldives,22
Maafushivaru Clinic,General Clinic,"Maafushivaru Clinic, Maafushivaru",Maafushivaru,,,https://www.google.com/maps/search/?api=1&query=Maafushivaru%20Clinic%2C%20Maafushivaru%2C%20Maldives,23
Maalifushi By COMO,General Clinic,"Maalifushi By COMO, Maalifushi",Maalifushi,7778684,[email protected],https://www.google.com/maps/search/?api=1&query=Maalifushi%20By%20COMO%2C%20Maalifushi%2C%20Maldives,23
Maamigili Clinic,General Clinic,"Maamigili Clinic, Maamigili",Maamigili,7772991,[email protected],https://www.google.com/maps/search/?api=1&query=Maamigili%20Clinic%2C%20Maamigili%2C%20Maldives,23
Maandhoo Medical Centre,General Clinic,"Maandhoo Medical Centre, Maandhoo",Maandhoo,,[email protected],https://www.google.com/maps/search/?api=1&query=Maandhoo%20Medical%20Centre%2C%20Maandhoo%2C%20Maldives,23
Maayafushi Clinic,General Clinic,"Maayafushi Clinic, Maayafushi",Maayafushi,7795352,[email protected],https://www.google.com/maps/search/?api=1&query=Maayafushi%20Clinic%2C%20Maayafushi%2C%20Maldives,23
MACL Medical Clinic,General Clinic,"MACL Medical Clinic, MACL",MACL,3325511,[email protected],https://www.google.com/maps/search/?api=1&query=MACL%20Medical%20Clinic%2C%20MACL%2C%20Maldives,23
Mafhaa Diagnostic Centre,General Clinic,"Mafhaa Diagnostic Centre, Mafhaa",Mafhaa,3344949,[email protected],https://www.google.com/maps/search/?api=1&query=Mafhaa%20Diagnostic%20Centre%2C%20Mafhaa%2C%20Maldives,23
Magey Physio,General Clinic,"Magey Physio, Magey",Magey,9880909,[email protected],https://www.google.com/maps/search/?api=1&query=Magey%20Physio%2C%20Magey%2C%20Maldives,23
Maldicare,General Clinic,Maldicare,,3331590 / 7705335,[email protected],https://www.google.com/maps/search/?api=1&query=Maldicare%2C%20%2C%20Maldives,23
Maldives Alternative Medical Centre,Traditional Medicine Clinic,"Maldives Alternative Medical Centre, Maldives",Maldives,9990092,[email protected],https://www.google.com/maps/search/?api=1&query=Maldives%20Alternative%20Medical%20Centre%2C%20Maldives%2C%20Maldives,23
Maldives Correctional Service Medical Center,General Clinic,"Maldives Correctional Service Medical Center, Maldives",Maldives,3026169 / 3026120,[email protected],https://www.google.com/maps/search/?api=1&query=Maldives%20Correctional%20Service%20Medical%20Center%2C%20Maldives%2C%20Maldives,23
Maldives Diagnostic Centre,Diagnostic Service Clinic,"Maldives Diagnostic Centre, Maldives",Maldives,7776968 / 7776943,[email protected],https://www.google.com/maps/search/?api=1&query=Maldives%20Diagnostic%20Centre%2C%20Maldives%2C%20Maldives,23
Maldives Emergency Medical Services,Area Specific Centre,"Maldives Emergency Medical Services, Maldives",Maldives,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Maldives%20Emergency%20Medical%20Services%2C%20Maldives%2C%20Maldives,23
Maldives Mobile Nursing Crae,General Clinic,"Maldives Mobile Nursing Crae, Maldives",Maldives,9990220,[email protected],https://www.google.com/maps/search/?api=1&query=Maldives%20Mobile%20Nursing%20Crae%2C%20Maldives%2C%20Maldives,23
Maldives Neuro Endocrine Medical Facility,General Clinic,"Maldives Neuro Endocrine Medical Facility, Maldives",Maldives,7702662,[email protected],https://www.google.com/maps/search/?api=1&query=Maldives%20Neuro%20Endocrine%20Medical%20Facility%2C%20Maldives%2C%20Maldives,23
Male' Eye Clinic,Area Specific Clinic,Male' Eye Clinic,,3326410,[email protected],https://www.google.com/maps/search/?api=1&query=Male%27%20Eye%20Clinic%2C%20%2C%20Maldives,24
Master Dental Care Centre,Area Specific Clinic,"Master Dental Care Centre, Master",Master,7777466,[email protected],https://www.google.com/maps/search/?api=1&query=Master%20Dental%20Care%20Centre%2C%20Master%2C%20Maldives,24
Master Dental Care Centro,Area Specific Clinic,"Master Dental Care Centro, Master",Master,7777466,[email protected],https://www.google.com/maps/search/?api=1&query=Master%20Dental%20Care%20Centro%2C%20Master%2C%20Maldives,24
Master Medical and Dental Care Centre,General Clinic,"Master Medical and Dental Care Centre, Master",Master,7719970,[email protected],https://www.google.com/maps/search/?api=1&query=Master%20Medical%20and%20Dental%20Care%20Centre%2C%20Master%2C%20Maldives,24
Mavericks Care,General Clinic,"Mavericks Care, Mavericks",Mavericks,7778830,[email protected],https://www.google.com/maps/search/?api=1&query=Mavericks%20Care%2C%20Mavericks%2C%20Maldives,24
Maya Clinic,General Clinic,"Maya Clinic, Maya",Maya,7991281,[email protected]/[email protected],https://www.google.com/maps/search/?api=1&query=Maya%20Clinic%2C%20Maya%2C%20Maldives,24
Medhope Medical Centre,General Clinic,"Medhope Medical Centre, Medhope",Medhope,7777169 /  3342910,[email protected],https://www.google.com/maps/search/?api=1&query=Medhope%20Medical%20Centre%2C%20Medhope%2C%20Maldives,24
Medica,General Hospital,Medica,,3007090,[email protected],https://www.google.com/maps/search/?api=1&query=Medica%2C%20%2C%20Maldives,24
Medical & Hyperbaric Clinic,General Clinic,"Medical & Hyperbaric Clinic, Medical",Medical,,,https://www.google.com/maps/search/?api=1&query=Medical%20%26%20Hyperbaric%20Clinic%2C%20Medical%2C%20Maldives,24
Medicrest Clinic and Diagnostics,General Clinic,"Medicrest Clinic and Diagnostics, Medicrest",Medicrest,7897744,[email protected],https://www.google.com/maps/search/?api=1&query=Medicrest%20Clinic%20and%20Diagnostics%2C%20Medicrest%2C%20Maldives,24
Mediflex Dental and Maxillofacial Surgery,Area Specific Clinic,"Mediflex Dental and Maxillofacial Surgery, Mediflex",Mediflex,3000663,[email protected],https://www.google.com/maps/search/?api=1&query=Mediflex%20Dental%20and%20Maxillofacial%20Surgery%2C%20Mediflex%2C%20Maldives,24
Mediflex Laboratories,Diagnostic Service Clinic,"Mediflex Laboratories, Mediflex",Mediflex,3000663,[email protected],https://www.google.com/maps/search/?api=1&query=Mediflex%20Laboratories%2C%20Mediflex%2C%20Maldives,24
Mediflex Scan CentreClosed,Diagnostic Service Clinic,"Mediflex Scan CentreClosed, Mediflex",Mediflex,3000663,[email protected],https://www.google.com/maps/search/?api=1&query=Mediflex%20Scan%20CentreClosed%2C%20Mediflex%2C%20Maldives,24
