name,type,address,atoll,contact,email,google_maps_url,page
Dhun-nika dhivehibeys clinic,Therapeutic Service Clinic,Dhun-nika dhivehibeys clinic,,9103000,[email protected],https://www.google.com/maps/search/?api=1&query=Dhun-nika%20dhivehibeys%20clinic%2C%20%2C%20Maldives,9
Doctor's Clinic,General Clinic,Doctor's Clinic,,3330617 /6680001,[email protected],https://www.google.com/maps/search/?api=1&query=Doctor%27s%20Clinic%2C%20%2C%20Maldives,9
Dr Didi Dental And Medical Center,General Clinic,"Dr Didi Dental And Medical Center, Dr",Dr,,[email protected],https://www.google.com/maps/search/?api=1&query=Dr%20Didi%20Dental%20And%20Medical%20Center%2C%20Dr%2C%20Maldives,9
Dr Usama Dental Clinic,General Clinic,"Dr Usama Dental Clinic, Dr",Dr,3330076,[email protected],https://www.google.com/maps/search/?api=1&query=Dr%20Usama%20Dental%20Clinic%2C%20Dr%2C%20Maldives,9
Dr. Abduh Samad Memorial Hospital,Hospital Grade 3,"Dr. Abduh Samad Memorial Hospital, Dr.",Dr.,6841970,[email protected],https://www.google.com/maps/search/?api=1&query=Dr.%20Abduh%20Samad%20Memorial%20Hospital%2C%20Dr.%2C%20Maldives,9
Dr. Didi Dental Centre,General Clinic,"Dr. Didi Dental Centre, Dr.",Dr.,7784452,[email protected],https://www.google.com/maps/search/?api=1&query=Dr.%20Didi%20Dental%20Centre%2C%20Dr.%2C%20Maldives,9
Dr. Jihad's Dental and Medical Centre,Area Specific Clinic,"Dr. Jihad's Dental and Medical Centre, Dr.",Dr.,9110001,[email protected],https://www.google.com/maps/search/?api=1&query=Dr.%20Jihad%27s%20Dental%20and%20Medical%20Centre%2C%20Dr.%2C%20Maldives,9
Dr. Usama's Clinic Maafannu,General Clinic,"Dr. Usama's Clinic Maafannu, Dr.",Dr.,3330076,[email protected],https://www.google.com/maps/search/?api=1&query=Dr.%20Usama%27s%20Clinic%20Maafannu%2C%20Dr.%2C%20Maldives,9
Dreamland Clinic,General Clinic,"Dreamland Clinic, Dreamland",Dreamland,9999991,[email protected],https://www.google.com/maps/search/?api=1&query=Dreamland%20Clinic%2C%20Dreamland%2C%20Maldives,9
Early Intervention Therapy Centre,Therapeutic Service Clinic,"Early Intervention Therapy Centre, Early",Early,7708544,[email protected],https://www.google.com/maps/search/?api=1&query=Early%20Intervention%20Therapy%20Centre%2C%20Early%2C%20Maldives,9
Elite Medical Center,General Clinic,"Elite Medical Center, Elite",Elite,3333505,[email protected],https://www.google.com/maps/search/?api=1&query=Elite%20Medical%20Center%2C%20Elite%2C%20Maldives,9
Ellaidhoo Clinic,General Clinic,"Ellaidhoo Clinic, Ellaidhoo",Ellaidhoo,7415366,[email protected],https://www.google.com/maps/search/?api=1&query=Ellaidhoo%20Clinic%2C%20Ellaidhoo%2C%20Maldives,9
Embudu Village Clinic,General Clinic,"Embudu Village Clinic, Embudu",Embudu,7749010,[email protected],https://www.google.com/maps/search/?api=1&query=Embudu%20Village%20Clinic%2C%20Embudu%2C%20Maldives,9
Emerald Dental Care,Area Specific Clinic,"Emerald Dental Care, Emerald",Emerald,7970292   /9900886,[email protected],https://www.google.com/maps/search/?api=1&query=Emerald%20Dental%20Care%2C%20Emerald%2C%20Maldives,9
Emerald Faarushi Clinic,General Clinic,"Emerald Faarushi Clinic, Emerald",Emerald,3333644,[email protected],https://www.google.com/maps/search/?api=1&query=Emerald%20Faarushi%20Clinic%2C%20Emerald%2C%20Maldives,9
Emerald Maldives Resort Clinic,General Clinic,"Emerald Maldives Resort Clinic, Emerald",Emerald,7979718,[email protected],https://www.google.com/maps/search/?api=1&query=Emerald%20Maldives%20Resort%20Clinic%2C%20Emerald%2C%20Maldives,10
Eri Maldives Clinic,General Clinic,"Eri Maldives Clinic, Eri",Eri,7785842,[email protected],https://www.google.com/maps/search/?api=1&query=Eri%20Maldives%20Clinic%2C%20Eri%2C%20Maldives,10
Eriyadu ClinicClosed,General Clinic,"Eriyadu ClinicClosed, Eriyadu",Eriyadu,3343840,[email protected],https://www.google.com/maps/search/?api=1&query=Eriyadu%20ClinicClosed%2C%20Eriyadu%2C%20Maldives,10
Esma Dhivehi Beys ClinicClosed,Traditional Medicine Clinic,"Esma Dhivehi Beys ClinicClosed, Esma",Esma,7592811,[email protected],https://www.google.com/maps/search/?api=1&query=Esma%20Dhivehi%20Beys%20ClinicClosed%2C%20Esma%2C%20Maldives,10
European Clinic MaldivesClosed,General Clinic,"European Clinic MaldivesClosed, European",European,7773716,[email protected],https://www.google.com/maps/search/?api=1&query=European%20Clinic%20MaldivesClosed%2C%20European%2C%20Maldives,10
Eve Clinic,General Clinic,"Eve Clinic, Eve",Eve,7900788 / 3300788,[email protected],https://www.google.com/maps/search/?api=1&query=Eve%20Clinic%2C%20Eve%2C%20Maldives,10
Eve Clinic Vinares,General Clinic,"Eve Clinic Vinares, Eve",Eve,9900848,[email protected],https://www.google.com/maps/search/?api=1&query=Eve%20Clinic%20Vinares%2C%20Eve%2C%20Maldives,10
Eve Clinic West Park,General Clinic,"Eve Clinic West Park, Eve",Eve,7902415,[email protected],https://www.google.com/maps/search/?api=1&query=Eve%20Clinic%20West%20Park%2C%20Eve%2C%20Maldives,10
Eye Care Clinic,Area Specific Clinic,"Eye Care Clinic, Eye",Eye,,[email protected],https://www.google.com/maps/search/?api=1&query=Eye%20Care%20Clinic%2C%20Eye%2C%20Maldives,10
Eye Care Clinic Hulhumale' Branch,Area Specific Clinic,"Eye Care Clinic Hulhumale' Branch, Eye",Eye,3324300,[email protected],https://www.google.com/maps/search/?api=1&query=Eye%20Care%20Clinic%20Hulhumale%27%20Branch%2C%20Eye%2C%20Maldives,10
"Eye Care Clinic, Fareedhee Magu BranchClosed",Area Specific Clinic,"Eye Care Clinic, Fareedhee Magu BranchClosed, Eye",Eye,3324300,[email protected],https://www.google.com/maps/search/?api=1&query=Eye%20Care%20Clinic%2C%20Fareedhee%20Magu%20BranchClosed%2C%20Eye%2C%20Maldives,10
Eye Care Hospital,Area Specific Hospital,"Eye Care Hospital, Eye",Eye,3324300,[email protected],https://www.google.com/maps/search/?api=1&query=Eye%20Care%20Hospital%2C%20Eye%2C%20Maldives,10
Eye Care Opticals,Area Specific Clinic,"Eye Care Opticals, Eye",Eye,,[email protected],https://www.google.com/maps/search/?api=1&query=Eye%20Care%20Opticals%2C%20Eye%2C%20Maldives,10
Eye to Eye Opticals & Clinic,Area Specific Clinic,"Eye to Eye Opticals & Clinic, Eye",Eye,9637947,[email protected],https://www.google.com/maps/search/?api=1&query=Eye%20to%20Eye%20Opticals%20%26%20Clinic%2C%20Eye%2C%20Maldives,10
Eye to Eye Opticals & Clinic 2,Area Specific Clinic,"Eye to Eye Opticals & Clinic 2, Eye",Eye,7999595 / 9784084,[email protected],https://www.google.com/maps/search/?api=1&query=Eye%20to%20Eye%20Opticals%20%26%20Clinic%202%2C%20Eye%2C%20Maldives,10
Eye Zone Clinic,Area Specific Clinic,"Eye Zone Clinic, Eye",Eye,7370884,[email protected],https://www.google.com/maps/search/?api=1&query=Eye%20Zone%20Clinic%2C%20Eye%2C%20Maldives,11
F & C Medicare,General Clinic,"F & C Medicare, F",F,3333536,[email protected],https://www.google.com/maps/search/?api=1&query=F%20%26%20C%20Medicare%2C%20F%2C%20Maldives,11
F & C Medicare and Scan Center,General Clinic,"F & C Medicare and Scan Center, F",F,3333536,[email protected],https://www.google.com/maps/search/?api=1&query=F%20%26%20C%20Medicare%20and%20Scan%20Center%2C%20F%2C%20Maldives,11
"F & C Medicare, Meedhoo",General Clinic,"F & C Medicare, Meedhoo, F",F,3333536,[email protected],https://www.google.com/maps/search/?api=1&query=F%20%26%20C%20Medicare%2C%20Meedhoo%2C%20F%2C%20Maldives,11
F & C Prime Care,General Clinic,"F & C Prime Care, F",F,3333536,[email protected],https://www.google.com/maps/search/?api=1&query=F%20%26%20C%20Prime%20Care%2C%20F%2C%20Maldives,11
F. Atoll Hospital,Hospital Grade 1,"F. Atoll Hospital, Faafu Atoll",Faafu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=F.%20Atoll%20Hospital%2C%20Faafu%20Atoll%2C%20Maldives,11
F. Biledhoo Health Centre,Health Centre Grade 2,"F. Biledhoo Health Centre, Faafu Atoll",Faafu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=F.%20Biledhoo%20Health%20Centre%2C%20Faafu%20Atoll%2C%20Maldives,11
F. Dharanboodhoo Health Centre,Health Centre Grade 1,"F. Dharanboodhoo Health Centre, Faafu Atoll",Faafu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=F.%20Dharanboodhoo%20Health%20Centre%2C%20Faafu%20Atoll%2C%20Maldives,11
F. Feeali Health Center,Health Centre Grade 2,"F. Feeali Health Center, Faafu Atoll",Faafu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=F.%20Feeali%20Health%20Center%2C%20Faafu%20Atoll%2C%20Maldives,11
F.Magoodhoo Health Centre,Health Centre Grade 2,"F.Magoodhoo Health Centre, F.Magoodhoo",F.Magoodhoo,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=F.Magoodhoo%20Health%20Centre%2C%20F.Magoodhoo%2C%20Maldives,11
Family Care Clinic and Scan Center,General Clinic,"Family Care Clinic and Scan Center, Family",Family,3300767,[email protected],https://www.google.com/maps/search/?api=1&query=Family%20Care%20Clinic%20and%20Scan%20Center%2C%20Family%2C%20Maldives,11
Family Dental Care,Area Specific Clinic,"Family Dental Care, Family",Family,9904089,[email protected],https://www.google.com/maps/search/?api=1&query=Family%20Dental%20Care%2C%20Family%2C%20Maldives,11
Family Planning Centre,General Clinic,"Family Planning Centre, Family",Family,7989037,[email protected],https://www.google.com/maps/search/?api=1&query=Family%20Planning%20Centre%2C%20Family%2C%20Maldives,11
Family Relationship Services,General Clinic,"Family Relationship Services, Family",Family,9989282,[email protected],https://www.google.com/maps/search/?api=1&query=Family%20Relationship%20Services%2C%20Family%2C%20Maldives,11
Farook HealthCare,General Clinic,"Farook HealthCare, Farook",Farook,6860656 / 7783197,[email protected],https://www.google.com/maps/search/?api=1&query=Farook%20HealthCare%2C%20Farook%2C%20Maldives,11
Farook Healthcare Villingili,General Clinic,"Farook Healthcare Villingili, Farook",Farook,7783197,[email protected],https://www.google.com/maps/search/?api=1&query=Farook%20Healthcare%20Villingili%2C%20Farook%2C%20Maldives,12
Faruvaa Clinic,General Clinic,"Faruvaa Clinic, Faruvaa",Faruvaa,3330535,[email protected],https://www.google.com/maps/search/?api=1&query=Faruvaa%20Clinic%2C%20Faruvaa%2C%20Maldives,12
Faxys Hijama Clinic,Complementary Medicine Clinic,"Faxys Hijama Clinic, Faxys",Faxys,7787204,[email protected],https://www.google.com/maps/search/?api=1&query=Faxys%20Hijama%20Clinic%2C%20Faxys%2C%20Maldives,12
Fihalhohi Clinic,General Clinic,"Fihalhohi Clinic, Fihalhohi",Fihalhohi,7902626,[email protected],https://www.google.com/maps/search/?api=1&query=Fihalhohi%20Clinic%2C%20Fihalhohi%2C%20Maldives,12
Finolhu Clinic,General Clinic,"Finolhu Clinic, Finolhu",Finolhu,6643152 / 7771284,[email protected],https://www.google.com/maps/search/?api=1&query=Finolhu%20Clinic%2C%20Finolhu%2C%20Maldives,12
Finolhu Clinic Plus,General Clinic,"Finolhu Clinic Plus, Finolhu",Finolhu,7772991,[email protected],https://www.google.com/maps/search/?api=1&query=Finolhu%20Clinic%20Plus%2C%20Finolhu%2C%20Maldives,12
Four Seasons Resort Maldives at Kuda Huraa Clinic,General Clinic,"Four Seasons Resort Maldives at Kuda Huraa Clinic, Four",Four,7567517,[email protected],https://www.google.com/maps/search/?api=1&query=Four%20Seasons%20Resort%20Maldives%20at%20Kuda%20Huraa%20Clinic%2C%20Four%2C%20Maldives,12
Furana Clinic,General Clinic,"Furana Clinic, Furana",Furana,3332245 / 7993083,[email protected],https://www.google.com/maps/search/?api=1&query=Furana%20Clinic%2C%20Furana%2C%20Maldives,12
Furaveri Clinic,General Clinic,"Furaveri Clinic, Furaveri",Furaveri,7783713,[email protected],https://www.google.com/maps/search/?api=1&query=Furaveri%20Clinic%2C%20Furaveri%2C%20Maldives,12
Fushi Clinic,General Clinic,"Fushi Clinic, Fushi",Fushi,7793923,[email protected],https://www.google.com/maps/search/?api=1&query=Fushi%20Clinic%2C%20Fushi%2C%20Maldives,12
Fuvahmulah Medical Centre,General Clinic,"Fuvahmulah Medical Centre, Fuvahmulah",Fuvahmulah,7786655,[email protected],https://www.google.com/maps/search/?api=1&query=Fuvahmulah%20Medical%20Centre%2C%20Fuvahmulah%2C%20Maldives,12
GA. Atoll Hospital,Hospital Grade 2,"GA. Atoll Hospital, GA.",GA.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=GA.%20Atoll%20Hospital%2C%20GA.%2C%20Maldives,12
GA. Dhaandhoo Health Centre,Health Centre Grade 3,"GA. Dhaandhoo Health Centre, GA.",GA.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=GA.%20Dhaandhoo%20Health%20Centre%2C%20GA.%2C%20Maldives,12
GA. Dhevvadhoo Health Centre,Health Centre Grade 3,"GA. Dhevvadhoo Health Centre, GA.",GA.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=GA.%20Dhevvadhoo%20Health%20Centre%2C%20GA.%2C%20Maldives,12
GA. Gemanafushi Health Centre,Health Centre Grade 3,"GA. Gemanafushi Health Centre, GA.",GA.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=GA.%20Gemanafushi%20Health%20Centre%2C%20GA.%2C%20Maldives,12
GA. Kan'dhuhulhudhoo Health Centre,Health Centre Grade 1,"GA. Kan'dhuhulhudhoo Health Centre, GA.",GA.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=GA.%20Kan%27dhuhulhudhoo%20Health%20Centre%2C%20GA.%2C%20Maldives,13
GA. Kolamafushi Health Centre,Health Centre Grade 3,"GA. Kolamafushi Health Centre, GA.",GA.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=GA.%20Kolamafushi%20Health%20Centre%2C%20GA.%2C%20Maldives,13
GA. Kondey Health Centre,Health Centre Grade 1,"GA. Kondey Health Centre, GA.",GA.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=GA.%20Kondey%20Health%20Centre%2C%20GA.%2C%20Maldives,13
GA. Maamendhoo Health Centre,Health Centre Grade 2,"GA. Maamendhoo Health Centre, GA.",GA.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=GA.%20Maamendhoo%20Health%20Centre%2C%20GA.%2C%20Maldives,13
GA. Nilandhoo Health Centre,Health Centre Grade 1,"GA. Nilandhoo Health Centre, GA.",GA.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=GA.%20Nilandhoo%20Health%20Centre%2C%20GA.%2C%20Maldives,13
Gagan Clinic,General Clinic,"Gagan Clinic, Gagan",Gagan,7926466,[email protected],https://www.google.com/maps/search/?api=1&query=Gagan%20Clinic%2C%20Gagan%2C%20Maldives,13
Gangehi Clinic,General Clinic,"Gangehi Clinic, Gangehi",Gangehi,7853402,[email protected],https://www.google.com/maps/search/?api=1&query=Gangehi%20Clinic%2C%20Gangehi%2C%20Maldives,13
GDh. Fares-mathoda Health Centre,Health Centre Grade 3,"GDh. Fares-mathoda Health Centre, Gaafu Dhaalu Atoll",Gaafu Dhaalu Atoll,6841970,[email protected],https://www.google.com/maps/search/?api=1&query=GDh.%20Fares-mathoda%20Health%20Centre%2C%20Gaafu%20Dhaalu%20Atoll%2C%20Maldives,13
GDh. Fiyoaree Health Centre,Health Centre Grade 2,"GDh. Fiyoaree Health Centre, Gaafu Dhaalu Atoll",Gaafu Dhaalu Atoll,6841970,[email protected],https://www.google.com/maps/search/?api=1&query=GDh.%20Fiyoaree%20Health%20Centre%2C%20Gaafu%20Dhaalu%20Atoll%2C%20Maldives,13
GDh. Gahdhoo Health Centre,Health Centre Grade 4,"GDh. Gahdhoo Health Centre, Gaafu Dhaalu Atoll",Gaafu Dhaalu Atoll,6841970,[email protected],https://www.google.com/maps/search/?api=1&query=GDh.%20Gahdhoo%20Health%20Centre%2C%20Gaafu%20Dhaalu%20Atoll%2C%20Maldives,13
GDh. Hoadedhoo Health Centre,Health Centre Grade 2,"GDh. Hoadedhoo Health Centre, Gaafu Dhaalu Atoll",Gaafu Dhaalu Atoll,6841970,[email protected],https://www.google.com/maps/search/?api=1&query=GDh.%20Hoadedhoo%20Health%20Centre%2C%20Gaafu%20Dhaalu%20Atoll%2C%20Maldives,13
GDh. Madaveli Health Centre,Health Centre Grade 2,"GDh. Madaveli Health Centre, Gaafu Dhaalu Atoll",Gaafu Dhaalu Atoll,6841970,[email protected],https://www.google.com/maps/search/?api=1&query=GDh.%20Madaveli%20Health%20Centre%2C%20Gaafu%20Dhaalu%20Atoll%2C%20Maldives,13
GDh. Nadella Health Centre,Health Centre Grade 2,"GDh. Nadella Health Centre, Gaafu Dhaalu Atoll",Gaafu Dhaalu Atoll,6841970,[email protected],https://www.google.com/maps/search/?api=1&query=GDh.%20Nadella%20Health%20Centre%2C%20Gaafu%20Dhaalu%20Atoll%2C%20Maldives,13
Gdh. Rathafandhoo Health Center,Health Centre Grade 2,"Gdh. Rathafandhoo Health Center, Gdh.",Gdh.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Gdh.%20Rathafandhoo%20Health%20Center%2C%20Gdh.%2C%20Maldives,13
GDh. Vaadhoo Health Centre,Health Centre Grade 3,"GDh. Vaadhoo Health Centre, Gaafu Dhaalu Atoll",Gaafu Dhaalu Atoll,6841970,[email protected],https://www.google.com/maps/search/?api=1&query=GDh.%20Vaadhoo%20Health%20Centre%2C%20Gaafu%20Dhaalu%20Atoll%2C%20Maldives,13
Gili Gets Well,General Clinic,"Gili Gets Well, Gili",Gili,,[email protected],https://www.google.com/maps/search/?api=1&query=Gili%20Gets%20Well%2C%20Gili%2C%20Maldives,14
Gnaviyani Atoll Hospital,Hospital Grade 2,"Gnaviyani Atoll Hospital, Gnaviyani",Gnaviyani,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Gnaviyani%20Atoll%20Hospital%2C%20Gnaviyani%2C%20Maldives,14
Grand Clinic,General Clinic,"Grand Clinic, Grand",Grand,9912345,[email protected],https://www.google.com/maps/search/?api=1&query=Grand%20Clinic%2C%20Grand%2C%20Maldives,14
Great Minds,Therapeutic Service Clinic,"Great Minds, Great",Great,7772828 / 7772266 / 7797987 / 7901177,[email protected],https://www.google.com/maps/search/?api=1&query=Great%20Minds%2C%20Great%2C%20Maldives,14
Guest And Staff Clinic,General Clinic,"Guest And Staff Clinic, Guest",Guest,7772991,[email protected],https://www.google.com/maps/search/?api=1&query=Guest%20And%20Staff%20Clinic%2C%20Guest%2C%20Maldives,14
Gynova,General Clinic,Gynova,,9658989,[email protected],https://www.google.com/maps/search/?api=1&query=Gynova%2C%20%2C%20Maldives,14
H Dh. Finey Health Center,Health Centre Grade 1,"H Dh. Finey Health Center, H",H,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=H%20Dh.%20Finey%20Health%20Center%2C%20H%2C%20Maldives,14
H.a Thakandhoo Health Centre,Health Centre Grade 2,"H.a Thakandhoo Health Centre, H.a",H.a,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=H.a%20Thakandhoo%20Health%20Centre%2C%20H.a%2C%20Maldives,14
Ha. Atoll Hospital,Hospital Grade 2,"Ha. Atoll Hospital, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Atoll%20Hospital%2C%20Ha.%2C%20Maldives,14
HA. Baarah Health Centre,Health Centre Grade 3,"HA. Baarah Health Centre, HA.",HA.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HA.%20Baarah%20Health%20Centre%2C%20HA.%2C%20Maldives,14
Ha. Filladhoo Health Centre,Health Centre Grade 1,"Ha. Filladhoo Health Centre, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Filladhoo%20Health%20Centre%2C%20Ha.%2C%20Maldives,14
Ha. Hoarafushi Health Centre,Health Centre Grade 4,"Ha. Hoarafushi Health Centre, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Hoarafushi%20Health%20Centre%2C%20Ha.%2C%20Maldives,14
Ha. Kela Health Centre,Health Centre Grade 3,"Ha. Kela Health Centre, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Kela%20Health%20Centre%2C%20Ha.%2C%20Maldives,14
Ha. Maarandhoo Health Centre,Health Centre Grade 1,"Ha. Maarandhoo Health Centre, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Maarandhoo%20Health%20Centre%2C%20Ha.%2C%20Maldives,14
Ha. Molhadhoo Health Centre,Health Centre Grade 1,"Ha. Molhadhoo Health Centre, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Molhadhoo%20Health%20Centre%2C%20Ha.%2C%20Maldives,14
Ha. Muraidhoo Health Centre,Health Centre Grade 1,"Ha. Muraidhoo Health Centre, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Muraidhoo%20Health%20Centre%2C%20Ha.%2C%20Maldives,15
Ha. Thuraakurun Health Centre,Health Centre Grade 1,"Ha. Thuraakurun Health Centre, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Thuraakurun%20Health%20Centre%2C%20Ha.%2C%20Maldives,15
Ha. Uligamu Health Centre,Health Centre Grade 1,"Ha. Uligamu Health Centre, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Uligamu%20Health%20Centre%2C%20Ha.%2C%20Maldives,15
Ha. Utheem Health Centre,Health Centre Grade 2,"Ha. Utheem Health Centre, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Utheem%20Health%20Centre%2C%20Ha.%2C%20Maldives,15
Ha. Vashafaru Health Centre,Health Centre Grade 2,"Ha. Vashafaru Health Centre, Ha.",Ha.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Ha.%20Vashafaru%20Health%20Centre%2C%20Ha.%2C%20Maldives,15
Haajy Medical Clinic,General Clinic,"Haajy Medical Clinic, Haajy",Haajy,6528822,[email protected],https://www.google.com/maps/search/?api=1&query=Haajy%20Medical%20Clinic%2C%20Haajy%2C%20Maldives,15
Hadahaa Clinic,General Clinic,"Hadahaa Clinic, Hadahaa",Hadahaa,,,https://www.google.com/maps/search/?api=1&query=Hadahaa%20Clinic%2C%20Hadahaa%2C%20Maldives,15
Hadh. Hanimaadhoo Health Centre,Health Centre Grade 3,"Hadh. Hanimaadhoo Health Centre, Hadh.",Hadh.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Hadh.%20Hanimaadhoo%20Health%20Centre%2C%20Hadh.%2C%20Maldives,15
Hakuraa Medical Centre,General Clinic,"Hakuraa Medical Centre, Hakuraa",Hakuraa,7415510,[email protected],https://www.google.com/maps/search/?api=1&query=Hakuraa%20Medical%20Centre%2C%20Hakuraa%2C%20Maldives,15
Halaveli Clinic,General Clinic,"Halaveli Clinic, Halaveli",Halaveli,3322719,[email protected],https://www.google.com/maps/search/?api=1&query=Halaveli%20Clinic%2C%20Halaveli%2C%20Maldives,15
Havodda Clinic,General Clinic,"Havodda Clinic, Havodda",Havodda,,,https://www.google.com/maps/search/?api=1&query=Havodda%20Clinic%2C%20Havodda%2C%20Maldives,15
HDh. Hirimaradhoo Health Centre,Health Centre Grade 1,"HDh. Hirimaradhoo Health Centre, Haa Dhaalu Atoll",Haa Dhaalu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HDh.%20Hirimaradhoo%20Health%20Centre%2C%20Haa%20Dhaalu%20Atoll%2C%20Maldives,15
HDh. Kumundhoo Health Centre,Health Centre Grade 1,"HDh. Kumundhoo Health Centre, Haa Dhaalu Atoll",Haa Dhaalu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HDh.%20Kumundhoo%20Health%20Centre%2C%20Haa%20Dhaalu%20Atoll%2C%20Maldives,15
HDh. kurinbi Health Centre,Health Centre Grade 1,"HDh. kurinbi Health Centre, Haa Dhaalu Atoll",Haa Dhaalu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HDh.%20kurinbi%20Health%20Centre%2C%20Haa%20Dhaalu%20Atoll%2C%20Maldives,15
HDh. Makunudhoo Health Centre,Health Centre Grade 3,"HDh. Makunudhoo Health Centre, Haa Dhaalu Atoll",Haa Dhaalu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HDh.%20Makunudhoo%20Health%20Centre%2C%20Haa%20Dhaalu%20Atoll%2C%20Maldives,15
HDh. Naivaadhoo Health Centre,Health Centre Grade 1,"HDh. Naivaadhoo Health Centre, Haa Dhaalu Atoll",Haa Dhaalu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HDh.%20Naivaadhoo%20Health%20Centre%2C%20Haa%20Dhaalu%20Atoll%2C%20Maldives,16
HDh. Nellaidhoo HealthCentre,Health Centre Grade 2,"HDh. Nellaidhoo HealthCentre, Haa Dhaalu Atoll",Haa Dhaalu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HDh.%20Nellaidhoo%20HealthCentre%2C%20Haa%20Dhaalu%20Atoll%2C%20Maldives,16
HDh. Neykurendhoo Health Centre,Health Centre Grade 3,"HDh. Neykurendhoo Health Centre, Haa Dhaalu Atoll",Haa Dhaalu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HDh.%20Neykurendhoo%20Health%20Centre%2C%20Haa%20Dhaalu%20Atoll%2C%20Maldives,16
HDh. Nolhivaran Health Centre,Health Centre Grade 3,"HDh. Nolhivaran Health Centre, Haa Dhaalu Atoll",Haa Dhaalu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HDh.%20Nolhivaran%20Health%20Centre%2C%20Haa%20Dhaalu%20Atoll%2C%20Maldives,16
HDh. Nolhivaranfaru Health Centre,Health Centre Grade 3,"HDh. Nolhivaranfaru Health Centre, Haa Dhaalu Atoll",Haa Dhaalu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HDh.%20Nolhivaranfaru%20Health%20Centre%2C%20Haa%20Dhaalu%20Atoll%2C%20Maldives,16
HDh. Vaikaradhoo HealthCentre,Health Centre Grade 3,"HDh. Vaikaradhoo HealthCentre, Haa Dhaalu Atoll",Haa Dhaalu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=HDh.%20Vaikaradhoo%20HealthCentre%2C%20Haa%20Dhaalu%20Atoll%2C%20Maldives,16
Healing Care Medical Center,Area Specific Clinic,"Healing Care Medical Center, Healing",Healing,7901278,[email protected],https://www.google.com/maps/search/?api=1&query=Healing%20Care%20Medical%20Center%2C%20Healing%2C%20Maldives,16
Heart Care,General Clinic,"Heart Care, Heart",Heart,7977744,[email protected],https://www.google.com/maps/search/?api=1&query=Heart%20Care%2C%20Heart%2C%20Maldives,16
Helengeli Clinic,General Clinic,"Helengeli Clinic, Helengeli",Helengeli,3339992,[email protected],https://www.google.com/maps/search/?api=1&query=Helengeli%20Clinic%2C%20Helengeli%2C%20Maldives,16
Herbal Medi Clinic,Traditional Medicine Clinic,"Herbal Medi Clinic, Herbal",Herbal,7669515,[email protected],https://www.google.com/maps/search/?api=1&query=Herbal%20Medi%20Clinic%2C%20Herbal%2C%20Maldives,16
